timestamp,src_ip_private,src_ip_public,src_ip_default,dst_ip_private,dst_ip_public,dst_ip_default,sport_zero,sport_multiplex,sport_echo,sport_discard,sport_daytime,sport_quote,sport_chwhereen,sport_ftp_data,sport_ftp_control,sport_ssh,sport_telnet,sport_smtp,sport_dns,sport_bootp,sport_gopher,sport_finger,sport_http,sport_kerberos,sport_pop3,sport_nntp,sport_ntp,sport_netbios,sport_imap4,sport_snmp,sport_ldap,sport_https,sport_mds,sport_kpasswd,sport_smtp_ssl,sport_syslog,sport_smtp,sport_ldaps,sport_cups,sport_imap4,sport_socks,sport_openvpn,sport_mssql,sport_citrix,sport_oracle,sport_rapservice,sport_msnmessenger,sport_mgc,sport_mysql,sport_metasploit,sport_emule,sport_xmpp,sport_bittorrent,sport_http2,sport_reserved,sport_register,sport_private,dport_zero,dport_multiplex,dport_echo,dport_discard,dport_daytime,dport_quote,dport_chwhereen,dport_ftp_data,dport_ftp_control,dport_ssh,dport_telnet,dport_smtp,dport_dns,dport_bootp,dport_gopher,dport_finger,dport_http,dport_kerberos,dport_pop3,dport_nntp,dport_ntp,dport_netbios,dport_imap4,dport_snmp,dport_ldap,dport_https,dport_mds,dport_kpasswd,dport_smtp_ssl,dport_syslog,dport_smtp,dport_ldaps,dport_cups,dport_imap4,dport_socks,dport_openvpn,dport_mssql,dport_citrix,dport_oracle,dport_rapservice,dport_msnmessenger,dport_mgc,dport_mysql,dport_metasploit,dport_emule,dport_xmpp,dport_bittorrent,dport_http2,dport_reserved,dport_register,dport_private,protocol_6,protocol_17,protocol_other,npackets_verylow,npackets_low,npackets_medium,npackets_high,npackets_veryhigh,npackets_b_verylow,npackets_b_low,npackets_b_medium,npackets_b_high,npackets_b_veryhigh,nbytes_verylow,nbytes_low,nbytes_medium,nbytes_high,nbytes_veryhigh,nbytes_b_verylow,nbytes_b_low,nbytes_b_medium,nbytes_b_high,nbytes_b_veryhigh,label_background,label_DoS_Hulk,label_DDoS,label_PortScan,label_other
4/7/2017 11:121943000,797,203,0,672,328,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,66,0,0,0,9,5,0,0,0,132,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,140,643,1,0,0,0,0,0,0,0,4,4,0,0,437,0,0,0,146,0,0,0,9,7,0,0,5,169,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,789,45,166,545,454,1,674,250,71,5,0,777,163,50,10,0,723,152,118,7,0,509,343,102,27,19,1000,0,0,0,0
4/7/2017 11:141944000,847,153,0,674,325,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,10,10,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,120,707,1,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,182,0,0,0,10,10,0,0,1,122,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,843,28,129,470,529,1,703,241,50,6,0,807,149,34,10,0,760,151,84,5,0,538,342,81,24,15,1000,0,0,0,0
4/7/2017 11:141945000,839,161,0,658,342,0,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,40,0,0,0,22,6,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,100,703,1,0,0,0,0,0,0,0,5,8,0,0,453,0,0,0,130,0,0,0,22,7,0,0,2,185,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,818,51,131,518,481,1,685,264,49,1,1,763,180,54,2,1,716,191,81,12,0,526,312,121,32,9,1000,0,0,0,0
4/7/2017 11:161946000,827,173,0,724,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87,0,0,0,7,1,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,52,766,0,0,0,0,0,0,0,0,3,3,0,0,540,0,0,0,132,0,0,0,7,1,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,32,145,452,548,0,711,249,38,2,0,790,182,25,3,0,753,177,64,6,0,494,381,103,14,8,1000,0,0,0,0
4/7/2017 11:161947000,794,206,0,706,293,1,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,77,0,0,0,12,8,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,63,704,1,0,0,0,0,0,0,0,6,6,0,0,447,0,0,0,135,0,0,0,12,10,0,0,5,145,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,770,20,210,533,466,1,693,257,48,2,0,808,146,37,9,0,756,152,85,7,0,584,306,79,17,14,1000,0,0,0,0
4/7/2017 11:181948000,845,155,0,717,283,0,2,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,48,0,0,0,24,8,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,126,680,2,0,0,0,0,0,0,0,4,10,0,0,515,0,0,0,87,0,0,0,24,11,0,0,2,169,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,829,18,153,451,547,2,702,222,72,4,0,804,130,61,5,0,757,155,83,5,0,516,365,76,28,15,1000,0,0,0,0
4/7/2017 11:201949000,846,154,0,705,294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,58,0,0,0,13,5,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,212,614,0,0,0,0,0,0,0,0,1,2,0,0,538,0,0,0,91,0,0,0,13,4,0,0,1,182,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,27,133,442,558,0,748,218,34,0,0,817,155,27,1,0,775,165,58,2,0,524,330,119,21,6,1000,0,0,0,0
4/7/2017 11:211950000,814,186,0,717,283,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,64,0,0,0,4,4,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,178,621,1,0,0,0,0,0,0,0,5,4,0,0,478,0,0,0,106,10,0,0,4,4,0,0,8,169,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,793,57,150,507,492,1,777,169,50,4,0,828,118,47,7,0,796,123,75,6,0,559,319,78,29,15,1000,0,0,0,0
4/7/2017 11:221951000,796,204,0,712,287,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,69,0,0,0,7,14,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,230,141,629,1,0,0,0,0,0,0,0,8,0,0,0,452,0,0,0,100,0,0,0,7,16,0,0,5,176,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,770,44,186,524,475,1,700,226,69,5,0,818,118,56,8,0,767,168,58,7,0,563,307,70,44,16,1000,0,0,0,0
4/7/2017 11:241952000,835,165,0,718,282,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,63,0,0,0,6,4,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,17,806,1,0,0,0,0,0,0,0,3,0,0,0,539,0,0,0,120,0,0,0,6,5,0,0,1,152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,828,9,163,450,549,1,643,302,50,5,0,786,168,37,9,0,713,195,86,6,0,511,372,74,29,14,1000,0,0,0,0
4/7/2017 11:261953000,872,128,0,712,288,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,44,0,0,0,6,3,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,260,600,0,0,0,0,0,0,0,0,2,7,0,0,557,0,0,0,75,0,0,0,6,4,0,0,1,200,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,861,23,116,434,566,0,757,172,68,2,1,797,147,50,5,1,776,132,87,5,0,472,360,123,35,10,1000,0,0,0,0
4/7/2017 11:271954000,870,130,0,641,357,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,0,0,0,9,0,0,0,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,198,661,1,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,175,0,0,0,9,0,0,0,2,173,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,38,95,482,517,1,698,270,31,1,0,767,214,17,2,0,727,190,79,4,0,466,384,129,18,3,1000,0,0,0,0
4/7/2017 11:271955000,801,199,0,640,360,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,43,0,0,0,26,7,0,0,0,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,219,542,1,0,0,0,0,0,0,0,6,5,0,0,396,0,0,0,130,0,0,0,26,10,0,0,2,201,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,783,65,152,569,430,1,745,206,46,3,0,829,122,45,4,0,786,142,66,6,0,590,291,70,37,12,1000,0,0,0,0
4/7/2017 11:291956000,861,139,0,734,266,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,77,0,0,0,2,7,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,279,568,0,0,0,0,0,0,0,0,3,8,0,0,564,0,0,0,96,0,0,0,2,6,0,0,1,164,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,848,47,105,427,573,0,715,215,68,2,0,781,167,45,7,0,734,155,103,8,0,431,417,113,25,14,1000,0,0,0,0
4/7/2017 11:301957000,863,137,0,622,378,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,138,717,0,0,0,0,0,0,0,0,7,0,0,0,459,0,0,0,110,0,0,0,2,1,0,0,1,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,846,31,123,539,461,0,668,276,54,0,2,699,261,38,0,2,665,224,101,10,0,438,332,205,21,4,1000,0,0,0,0
4/7/2017 11:301958000,790,210,0,671,329,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,247,538,1,0,0,0,0,0,0,0,0,8,0,0,448,0,0,0,62,0,0,0,0,1,0,0,0,262,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,76,138,550,449,1,743,198,50,9,0,792,161,37,10,0,770,143,86,1,0,532,282,146,25,15,1000,0,0,0,0
4/7/2017 11:311959000,828,172,0,631,369,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25,0,0,0,5,3,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,232,586,0,0,0,0,0,0,0,0,2,5,0,0,441,0,0,0,60,0,0,0,5,2,0,0,1,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,820,57,123,551,449,0,714,197,68,21,0,755,166,51,28,0,725,192,80,3,0,511,284,124,45,36,1000,0,0,0,0
4/7/2017 11:321960000,772,228,0,715,284,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,45,0,0,0,3,5,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,189,573,1,0,0,0,0,0,0,0,2,4,0,0,465,0,0,0,72,0,0,0,3,7,0,0,1,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,86,151,524,475,1,787,171,37,5,0,829,131,34,5,1,808,123,66,3,0,604,255,102,27,12,1000,0,0,0,0
4/7/2017 11:331961000,838,162,0,577,423,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,26,0,0,0,1,10,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,218,606,0,0,0,0,0,0,0,0,3,4,0,0,384,0,0,0,126,0,0,0,1,11,0,0,3,294,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,828,51,121,604,396,0,610,282,101,7,0,662,251,76,9,2,636,225,132,7,0,454,273,204,49,20,1000,0,0,0,0
4/7/2017 11:341962000,845,155,0,726,274,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,10,0,0,0,3,4,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,203,630,1,0,0,0,0,0,0,0,7,4,0,0,536,0,0,0,53,0,0,0,3,4,0,0,2,216,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,828,40,132,457,542,1,748,215,35,2,0,781,187,30,2,0,770,137,88,5,0,495,357,128,14,6,1000,0,0,0,0
4/7/2017 11:351963000,688,312,0,690,310,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,39,0,0,0,38,4,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,365,207,428,2,0,0,0,0,0,0,0,6,12,0,0,307,0,0,0,41,10,0,0,38,6,0,0,7,228,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,663,77,260,642,356,2,785,167,46,2,0,848,101,46,5,0,816,128,53,3,0,661,210,90,23,16,1000,0,0,0,0
4/7/2017 11:371964000,909,91,0,781,219,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,6,2,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,331,566,0,0,0,0,0,0,0,0,1,0,0,0,677,0,0,0,50,0,0,0,6,2,0,0,1,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,60,40,314,686,0,829,96,72,2,1,850,98,46,5,1,839,88,72,1,0,443,430,89,29,9,1000,0,0,0,0
4/7/2017 11:381965000,854,146,0,500,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,5,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,401,446,1,0,0,0,0,0,0,0,1,10,0,0,336,0,0,0,190,0,0,0,2,7,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,73,74,656,343,1,677,266,54,3,0,673,270,49,8,0,655,211,125,9,0,496,213,238,40,13,1000,0,0,0,0
4/7/2017 11:391966000,702,298,0,598,402,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,51,0,0,0,6,6,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,120,562,0,0,0,0,0,0,0,0,3,6,0,0,258,0,0,0,82,0,0,0,6,8,0,0,2,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,682,101,217,729,271,0,680,251,66,3,0,765,171,52,12,0,722,148,101,27,2,631,194,119,33,23,1000,0,0,0,0
4/7/2017 11:411967000,876,124,0,592,407,1,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,15,0,0,0,5,6,0,0,0,108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,210,645,1,0,0,0,0,0,0,0,7,10,0,0,417,0,0,0,69,0,0,0,5,6,0,0,2,331,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,852,35,113,571,428,1,686,197,113,4,0,743,157,86,14,0,720,148,112,20,0,541,261,112,62,24,1000,0,0,0,0
4/7/2017 11:421968000,831,169,0,652,347,1,1,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,21,0,0,0,3,9,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,190,150,660,1,0,0,0,0,0,0,0,7,14,0,0,429,0,0,0,77,0,0,0,3,10,0,0,3,255,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,807,29,164,556,443,1,745,195,53,7,0,810,133,48,9,0,736,151,90,23,0,546,309,107,25,13,1000,0,0,0,0
4/7/2017 11:441969000,833,167,0,660,340,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,57,0,0,0,1,9,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,47,770,0,0,0,0,0,0,0,0,6,4,0,0,455,0,0,0,222,0,0,0,1,10,0,0,0,115,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,41,144,536,464,0,710,236,51,3,0,776,166,53,5,0,734,173,72,21,0,545,311,97,36,11,1000,0,0,0,0
4/7/2017 11:441970000,770,230,0,629,371,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,73,0,0,0,18,4,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,167,574,1,0,0,0,0,0,0,0,2,0,0,0,377,0,0,0,82,0,0,0,18,5,0,0,1,270,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,758,43,199,599,400,1,705,197,85,13,0,762,150,67,21,0,724,120,125,31,0,558,266,99,49,28,1000,0,0,0,0
4/7/2017 11:461971000,821,179,0,740,260,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,26,0,0,0,23,7,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,114,672,1,0,0,0,0,0,0,0,6,16,0,0,508,0,0,0,54,0,0,0,23,8,0,0,3,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,802,22,176,460,539,1,767,164,63,6,0,840,95,56,9,0,794,95,85,26,0,615,264,75,30,16,1000,0,0,0,0
4/7/2017 11:481972000,890,110,0,788,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,113,127,760,0,0,0,0,0,0,0,0,0,0,0,0,677,0,0,0,45,0,0,0,3,1,0,0,0,162,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,50,60,320,680,0,815,142,39,4,0,831,134,29,6,0,812,113,62,13,0,461,412,98,21,8,1000,0,0,0,0
4/7/2017 11:481973000,799,201,0,604,396,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,24,0,0,0,2,12,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,320,460,1,0,0,0,0,0,0,0,5,5,0,0,366,0,0,0,114,0,0,0,2,12,0,0,2,275,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,786,145,69,619,380,1,694,239,60,7,0,710,232,53,4,1,682,188,116,14,0,537,237,178,32,16,1000,0,0,0,0
4/7/2017 11:491974000,793,207,0,700,300,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,14,0,0,0,1,1,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,157,628,0,0,0,0,0,0,0,0,2,11,0,0,466,0,0,0,36,0,0,0,1,3,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,26,192,532,468,0,738,180,70,12,0,767,157,65,11,0,748,116,114,22,0,511,281,136,56,16,1000,0,0,0,0
4/7/2017 11:501975000,855,145,0,702,298,0,2,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,13,0,0,0,4,18,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,67,758,2,0,0,0,0,0,0,0,2,4,0,0,528,0,0,0,52,5,0,0,4,18,0,0,2,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,841,15,144,443,555,2,780,147,69,4,0,801,142,55,2,0,770,139,77,14,0,501,327,107,59,6,1000,0,0,0,0
4/7/2017 11:511976000,893,107,0,607,393,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,13,0,0,0,3,16,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,56,814,0,0,0,0,0,0,0,0,6,8,0,0,453,0,0,0,102,5,0,0,3,16,0,0,6,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,874,16,110,527,473,0,739,210,51,0,0,747,216,35,2,0,731,144,107,18,0,497,299,176,24,4,1000,0,0,0,0
4/7/2017 11:521977000,762,238,0,665,335,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,22,0,0,0,11,4,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,71,668,0,0,0,0,0,0,0,0,5,10,0,0,384,0,0,0,59,0,0,0,11,4,0,0,2,265,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,30,228,599,401,0,676,258,63,3,0,755,176,61,7,1,710,188,73,29,0,602,225,126,39,8,1000,0,0,0,0
4/7/2017 11:531978000,837,163,0,616,383,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,13,0,0,0,17,11,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,268,536,1,0,0,0,0,0,0,0,4,10,0,0,412,0,0,0,76,0,0,0,17,13,0,0,2,286,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,823,45,132,558,441,1,691,218,87,4,0,708,211,75,5,1,690,216,86,8,0,490,285,153,63,9,1000,0,0,0,0
4/7/2017 11:541979000,799,201,0,661,338,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,33,0,0,0,19,13,0,0,2,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,251,509,1,0,0,0,0,0,0,0,2,1,0,0,422,0,0,0,67,7,0,0,19,13,0,0,7,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,785,56,159,540,459,1,739,178,73,10,0,788,135,65,11,1,752,121,97,29,1,561,271,100,51,17,1000,0,0,0,0
4/7/2017 11:561980000,789,211,0,633,367,0,2,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,34,0,0,0,4,7,0,0,0,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,273,489,2,0,0,0,0,0,0,0,8,19,0,0,340,0,0,0,134,3,0,0,4,10,0,0,2,224,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,64,180,644,354,2,694,225,79,2,0,745,180,70,5,0,711,160,100,29,0,549,275,119,52,5,1000,0,0,0,0
4/7/2017 11:581981000,935,65,0,672,328,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,44,0,0,0,2,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,348,581,0,0,0,0,0,0,0,0,1,0,0,0,597,0,0,0,181,0,0,0,2,0,0,0,2,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,928,32,40,400,600,0,743,193,58,6,0,734,205,55,6,0,733,148,114,5,0,396,422,123,49,10,1000,0,0,0,0
4/7/2017 11:581982000,877,123,0,693,306,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,58,0,0,0,3,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,308,561,0,0,0,0,0,0,0,0,3,4,0,0,549,0,0,0,189,1,0,0,3,3,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,55,77,444,556,0,850,118,31,1,0,864,106,25,5,0,822,110,61,7,0,549,354,61,29,7,1000,0,0,0,0
4/7/2017 11:591983000,722,278,0,605,395,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,56,1,0,0,3,8,0,0,3,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,147,557,2,0,0,0,0,0,0,0,2,11,0,0,273,0,0,0,53,10,0,0,3,9,0,0,3,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,705,102,193,709,289,2,704,229,63,4,0,721,197,75,7,0,703,169,114,14,0,572,198,145,76,9,1000,0,0,0,0
4/7/2017 12:001984000,730,270,0,664,332,4,1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,45,1,0,0,10,4,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,100,605,1,0,0,0,0,0,0,0,6,10,0,0,344,0,0,0,19,1,0,0,10,4,0,0,3,302,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,702,55,243,635,364,1,784,138,76,2,0,810,111,75,4,0,796,67,127,10,0,627,213,85,69,6,1000,0,0,0,0
4/7/2017 12:021985000,854,146,0,666,334,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,20,0,0,0,5,3,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,144,697,0,0,0,0,0,0,0,0,2,6,0,0,490,0,0,0,72,2,0,0,5,5,0,0,2,255,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,841,14,145,499,501,0,673,266,57,4,0,723,215,55,7,0,702,206,80,10,2,455,320,172,43,10,1000,0,0,0,0
4/7/2017 12:031986000,778,222,0,765,235,0,1,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,74,0,0,0,18,6,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,72,673,1,0,0,0,0,0,0,0,8,12,0,0,479,0,0,0,110,8,0,0,18,7,0,0,4,106,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,755,46,199,489,510,1,754,194,52,0,0,813,133,52,2,0,788,155,48,9,0,542,349,70,36,3,1000,0,0,0,0
4/7/2017 12:041987000,809,191,0,655,321,24,3,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,24,0,0,0,21,11,0,0,2,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,238,200,562,3,0,0,0,0,0,0,0,2,20,0,0,341,0,0,0,120,24,0,0,21,14,0,0,18,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,747,51,202,578,419,3,696,215,84,5,0,767,151,78,4,0,718,178,90,11,3,580,254,95,65,6,1000,0,0,0,0
